record_id,record_type,document_group,field_name,expected_value,generated_value
D00067,type_b,group_b,reference_code,N/A,
D00067,type_b,group_b,delta_value,NO_DATA_FOUND,
D00067,type_b,group_b,value_type,static,static
D00067,type_b,group_b,price_value,$97.95,$97.95
D00067,type_b,group_b,derived_amount,1.0197,1.0197
D00067,type_b,group_b,total_value,"CODE_A 2,290,052.95",CODE_A 2290052.95
D00067,type_b,group_b,direction_label,inbound,outbound
D00067,type_b,group_b,entity_name,Deutsche Bank AG,deutsche bank ag
D00068,type_a,group_c,primary_date,,NULL
D00068,type_a,group_c,amount_value,"2,006,138.95 CODE_D",2006138.95 CODE_D
D00068,type_a,group_c,completion_date,20/03/2025,20/3/2025
D00068,type_a,group_c,end_date,02/06/2027,02/06/2027
D00068,type_a,group_c,category_code,CODE_D,code_d
D00068,type_a,group_c,type_aondary_date,15/04/2025,15/4/2025
D00068,type_a,group_c,start_date,17/10/2024,17/10/2024
D00068,type_a,group_c,effective_date,NULL,NULL
D00068,type_a,group_c,rate_value,4.3244%,4.3244%
D00068,type_a,group_c,rate_frequency,periodic_m,periodic_m
D00068,type_a,group_c,rule_type,rule_basis_b,unknown
D00068,type_a,group_c,adjustment_rule,following,following
D00068,type_a,group_c,reference_code,,
D00068,type_a,group_c,delta_value,N/A,
D00068,type_a,group_c,value_type,static,static
D00068,type_a,group_c,price_value,CODE_D 98.75,CODE_D 98.75
D00068,type_a,group_c,derived_amount,CODE_D 0.75,CODE_D 0.75
D00068,type_a,group_c,total_value,NO_DATA_FOUND,N/A
D00068,type_a,group_c,direction_label,outbound,outbound
D00068,type_a,group_c,entity_name,BNP Paribas S.A.,bnp paribas s.a.
D00069,type_a,group_b,primary_date,01/01/2024,01/01/2024
D00069,type_a,group_b,amount_value,"$1,152,260.62","$1,152,260.62"
D00069,type_a,group_b,completion_date,04/01/2024,04/01/2024
D00069,type_a,group_b,end_date,25/03/2033,25/3/2033
D00069,type_a,group_b,category_code,CODE_A,CODE_A
D00069,type_a,group_b,type_aondary_date,NO_DATA_FOUND,
D00069,type_a,group_b,start_date,16/12/2023,16/12/2023
D00069,type_a,group_b,effective_date,01/01/2024,01/01/2024
D00069,type_a,group_b,rate_value,6.15 %,6.15 %
D00069,type_a,group_b,rate_frequency,periodic_s,periodic_s
D00069,type_a,group_b,rule_type,rule_basis_b,unknown
D00069,type_a,group_b,adjustment_rule,adjusted_next,adjusted_next
D00069,type_a,group_b,reference_code,,NO_DATA_FOUND
D00069,type_a,group_b,delta_value,NO_DATA_FOUND,N/A
D00069,type_a,group_b,value_type,static,static
D00069,type_a,group_b,price_value,106,106
D00069,type_a,group_b,derived_amount,CODE_A 0.51,  CODE_A 0.51  
D00069,type_a,group_b,total_value,"1,215,857.04",1215857.04
D00069,type_a,group_b,direction_label,outbound,inbound
D00069,type_a,group_b,entity_name,Deutsche Bank AG,Deutsche Bank AG
D00070,type_b,group_b,primary_date,19/8/2024,19/8/2024
D00070,type_b,group_b,amount_value,"4,567,279","4,567,279"
D00070,type_b,group_b,completion_date,21/08/2024,21/08/2024
D00070,type_b,group_b,end_date,23/06/2027,23/06/2027
D00070,type_b,group_b,category_code,CODE_B,code_b
D00070,type_b,group_b,type_aondary_date,08/10/2024,08/10/2024
D00070,type_b,group_b,start_date,28/02/2024,28/02/2024
D00070,type_b,group_b,effective_date,19/8/2024,03/09/2024
D00070,type_b,group_b,rate_value,RATE 1.954%,RATE 1.954%
D00070,type_b,group_b,rate_frequency,periodic_q,periodic_q
D00070,type_b,group_b,rule_type,rule_basis_b,act/360
D00070,type_b,group_b,adjustment_rule,adjusted_next,adjusted_next
D00070,type_b,group_b,reference_code,REF_B,ref_b
D00070,type_b,group_b,delta_value,,
D00070,type_b,group_b,value_type,variable,variable
D00070,type_b,group_b,price_value,99.73 CODE_B,99.73 CODE_B
D00070,type_b,group_b,derived_amount,0.28 CODE_B,0.28 CODE_B
D00070,type_b,group_b,total_value,"4,554,880.37 CODE_B",455488O.37 CODE_B
D00070,type_b,group_b,direction_label,inbound,inbound
D00070,type_b,group_b,entity_name,BNP Paribas S.A.,BNP Paribas S.A.
D00071,type_b,group_b,primary_date,16/03/2024,16/03/2024
D00071,type_b,group_b,amount_value,8490791.4248,8490791.4248
D00071,type_b,group_b,completion_date,18/03/2024,18/03/2024
D00071,type_b,group_b,end_date,3/1/2029,3/1/2029
D00071,type_b,group_b,category_code,CODE_A,CODE_A
D00071,type_b,group_b,type_aondary_date,11/4/2024,29/04/2024
D00071,type_b,group_b,start_date,29/02/2024,02/29/2024
D00071,type_b,group_b,effective_date,19/03/2024,19/03/2024
D00071,type_b,group_b,rate_value,0.059318,0.059318
D00071,type_b,group_b,rate_frequency,periodic_m,annual
D00071,type_b,group_b,rule_type,rule_basis_a,rule_basis_a
D00071,type_b,group_b,adjustment_rule,following,following
D00071,type_b,group_b,reference_code,NO_DATA_FOUND,NO_DATA_FOUND
D00071,type_b,group_b,delta_value,NO_DATA_FOUND,999999.99
D00071,type_b,group_b,value_type,static,static
D00071,type_b,group_b,price_value,$93.98,$93.98
D00071,type_b,group_b,derived_amount,0.35,0.3603
D00071,type_b,group_b,total_value,"7,979,821",7979821
D00071,type_b,group_b,direction_label,outbound,outbound
D00071,type_b,group_b,entity_name,Entity Alpha LLC,Entity Alpha LLC
D00072,type_b,group_c,primary_date,12/06/2024,12/06/2024
D00072,type_b,group_c,amount_value,"1,223,012.90 CODE_B","1,223,012.90 CODE_B"
D00072,type_b,group_c,completion_date,13/06/2024,13/6/2024
D00072,type_b,group_c,end_date,30/12/2032,30/12/2032
D00072,type_b,group_c,category_code,CODE_B,CODE_B
D00072,type_b,group_c,type_aondary_date,28/07/2024,28/07/2024
D00072,type_b,group_c,start_date,28/03/2024,28/3/2024
D00072,type_b,group_c,effective_date,18/06/2024,20/06/2024
D00072,type_b,group_c,rate_value,0.078740,0.078740
D00072,type_b,group_c,rate_frequency,periodic_s,periodic_s
D00072,type_b,group_c,rule_type,rule_basis_a,rule_basis_a
D00072,type_b,group_c,adjustment_rule,NULL,
D00072,type_b,group_c,reference_code,NULL,N/A
D00072,type_b,group_c,delta_value,N/A,
D00072,type_b,group_c,value_type,static,static
D00072,type_b,group_c,price_value,CODE_B 104.74,CODE_B 104.74
D00072,type_b,group_c,derived_amount,0.2280,BAD_VALUE
D00072,type_b,group_c,total_value,"1,281,037.73",1281037.73
D00072,type_b,group_c,direction_label,outbound,outbound
D00072,type_b,group_c,entity_name,Deutsche Bank AG,unknown
D00073,type_b,group_b,primary_date,07/10/2024,07/10/2024
D00073,type_b,group_b,amount_value,4894234.8366,4894234.8366
D00073,type_b,group_b,completion_date,NULL,NO_DATA_FOUND
D00073,type_b,group_b,end_date,17/02/2028,17/2/2028
D00073,type_b,group_b,category_code,CODE_A,CODE_B
D00073,type_b,group_b,type_aondary_date,28/12/2024,28/12/2024
D00073,type_b,group_b,start_date,10/6/2024,10/6/2024
D00073,type_b,group_b,effective_date,12/10/2024,12/10/2024
D00073,type_b,group_b,rate_value,7.27 %,7.27 %
D00073,type_b,group_b,rate_frequency,annual,annual
D00073,type_b,group_b,rule_type,rule_basis_b,rule_basis_b
D00073,type_b,group_b,adjustment_rule,following,  following  
D00073,type_b,group_b,reference_code,N/A,hallucinated value
D00073,type_b,group_b,delta_value,NULL,NO_DATA_FOUND
D00073,type_b,group_b,value_type,static,static
D00073,type_b,group_b,price_value,95.4530,95.4530
D00073,type_b,group_b,derived_amount,0.26,0.26
D00073,type_b,group_b,total_value,"$4,671,694.18",$4671694.18
D00073,type_b,group_b,direction_label,inbound,inbound
D00073,type_b,group_b,entity_name,HSBC Holdings plc,unknown
D00074,type_b,group_a,primary_date,10/03/2025,10/03/2025
D00074,type_b,group_a,amount_value,"CODE_B 484,774.57",493233.0090
D00074,type_b,group_a,completion_date,13/03/2025,13/3/2025
D00074,type_b,group_a,end_date,27/01/2035,27/01/2035
D00074,type_b,group_a,category_code,CODE_B,CODE_A
D00074,type_b,group_a,type_aondary_date,30/04/2025,30/4/2025
D00074,type_b,group_a,start_date,30/11/2024,30/11/2024
D00074,type_b,group_a,effective_date,14/03/2025,14/03/2025
D00074,type_b,group_a,rate_value,RATE 5.684%,RATE 5.684%
D00074,type_b,group_a,rate_frequency,periodic_m,periodic_m
D00074,type_b,group_a,rule_type,ACT/365,unknown
D00074,type_b,group_a,adjustment_rule,adjusted_next,adjusted_next
D00074,type_b,group_a,reference_code,N/A,hallucinated value
D00074,type_b,group_a,delta_value,N/A,
D00074,type_b,group_a,value_type,static,  static  
D00074,type_b,group_a,price_value,100.27 CODE_B,100.27 CODE_B
D00074,type_b,group_a,derived_amount,CODE_B 0.39,CODE_B 0.39
D00074,type_b,group_a,total_value,"CODE_B 486,075.05",492307.7331
D00074,type_b,group_a,direction_label,inbound,inbound
D00074,type_b,group_a,entity_name,BNP Paribas S.A.,unknown
D00075,type_b,group_c,primary_date,02/02/2024,02/02/2024
D00075,type_b,group_c,amount_value,"$1,445,806.28",$1445806.28
D00075,type_b,group_c,completion_date,04/02/2024,02/04/2024
D00075,type_b,group_c,end_date,14/03/2030,14/03/2030
D00075,type_b,group_c,category_code,CODE_A,code_a
D00075,type_b,group_c,type_aondary_date,02/03/2024,02/03/2024
D00075,type_b,group_c,start_date,NULL,NULL
D00075,type_b,group_c,effective_date,4/2/2024,4/2/2024
D00075,type_b,group_c,rate_value,0.020983,0.020983
D00075,type_b,group_c,rate_frequency,periodic_s,periodic_s
D00075,type_b,group_c,rule_type,rule_basis_a,  rule_basis_a  
D00075,type_b,group_c,adjustment_rule,following,following
D00075,type_b,group_c,reference_code,REF_A,REF_A
D00075,type_b,group_c,delta_value,187.25,187.25
D00075,type_b,group_c,value_type,,
D00075,type_b,group_c,price_value,91,92.7364
D00075,type_b,group_c,derived_amount,0.38,0.38
D00075,type_b,group_c,total_value,"1,317,815.82",BAD_VALUE
D00075,type_b,group_c,direction_label,inbound,inbound
D00075,type_b,group_c,entity_name,Entity Beta LLC,Entity Beta LLC
D00076,type_a,group_c,primary_date,15/01/2025,01/15/2025
D00076,type_a,group_c,amount_value,"2,557,988.18 CODE_B","2,557,988.18 CODE_B"
D00076,type_a,group_c,completion_date,16/01/2025,16/01/2025
D00076,type_a,group_c,end_date,28/05/2031,28/05/2031
D00076,type_a,group_c,category_code,CODE_B,CODE_B
D00076,type_a,group_c,type_aondary_date,19/02/2025,25/02/2025
D00076,type_a,group_c,start_date,07/09/2024,07/09/2024
D00076,type_a,group_c,effective_date,17/01/2025,17/01/2025
D00076,type_a,group_c,rate_value,7.78 %,7.78 %
D00076,type_a,group_c,rate_frequency,annual,annual
D00076,type_a,group_c,rule_type,rule_basis_a,rule_basis_a
D00076,type_a,group_c,adjustment_rule,adjusted_next,adjusted_next
D00076,type_a,group_c,reference_code,REF_A,unknown
D00076,type_a,group_c,delta_value,186.24,188.5145
D00076,type_a,group_c,value_type,variable,variable
D00076,type_a,group_c,price_value,95,95
D00076,type_a,group_c,derived_amount,0.2371,0.2371
D00076,type_a,group_c,total_value,"2,431,660.28",2488721.0354
D00076,type_a,group_c,direction_label,outbound,inbound
D00076,type_a,group_c,entity_name,HSBC Holdings plc,hsbc holdings plc
D00077,type_b,group_a,primary_date,07/02/2025,07/02/2025
D00077,type_b,group_a,amount_value,"3,177,771.65","3,177,771.65"
D00077,type_b,group_a,completion_date,09/02/2025,14/02/2025
D00077,type_b,group_a,end_date,05/11/2026,5/11/2026
D00077,type_b,group_a,category_code,CODE_B,code_b
D00077,type_b,group_a,type_aondary_date,19/02/2025,19/02/2025
D00077,type_b,group_a,start_date,22/08/2024,22/08/2024
D00077,type_b,group_a,effective_date,10/2/2025,10/2/2025
D00077,type_b,group_a,rate_value,0.077379,0.077379
D00077,type_b,group_a,rate_frequency,periodic_q,periodic_m
D00077,type_b,group_a,rule_type,rule_basis_a,unknown
D00077,type_b,group_a,adjustment_rule,following,  following  
D00077,type_b,group_a,reference_code,NULL,NULL
D00077,type_b,group_a,delta_value,NO_DATA_FOUND,
D00077,type_b,group_a,value_type,,hallucinated value
D00077,type_b,group_a,price_value,CODE_B 96.46,CODE_B 96.46
D00077,type_b,group_a,derived_amount,NO_DATA_FOUND,999999.99
D00077,type_b,group_a,total_value,3065282.5559,3065282.5559
D00077,type_b,group_a,direction_label,outbound,inbound
D00077,type_b,group_a,entity_name,Barclays Bank PLC,Barclays Bank PLC
D00078,type_b,group_a,primary_date,22/02/2024,22/2/2024
D00078,type_b,group_a,amount_value,18153942.7289,18153942.7289
D00078,type_b,group_a,completion_date,23/02/2024,23/02/2024
D00078,type_b,group_a,end_date,17/3/2026,17/3/2026
D00078,type_b,group_a,category_code,CODE_B,code_b
D00078,type_b,group_a,type_aondary_date,04/05/2024,04/05/2024
D00078,type_b,group_a,start_date,5/12/2023,5/12/2023
D00078,type_b,group_a,effective_date,26/02/2024,26/02/2024
D00078,type_b,group_a,rate_value,0.036338,0.036338
D00078,type_b,group_a,rate_frequency,periodic_s,periodic_s
D00078,type_b,group_a,rule_type,rule_basis_a,rule_basis_a
D00078,type_b,group_a,adjustment_rule,following,following
D00078,type_b,group_a,reference_code,NULL,N/A
D00078,type_b,group_a,delta_value,140.87,140.87
D00078,type_b,group_a,value_type,variable,static
D00078,type_b,group_a,price_value,88,88
D00078,type_b,group_a,derived_amount,0.9185,0.9185
D00078,type_b,group_a,total_value,"15,999,516.55 CODE_B",15999516.55 CODE_B
D00078,type_b,group_a,direction_label,inbound,inbound
D00078,type_b,group_a,entity_name,HSBC Holdings plc,hsbc holdings plc
D00079,type_b,group_b,primary_date,8/5/2024,8/5/2024
D00079,type_b,group_b,amount_value,"1,582,563","1,582,563"
D00079,type_b,group_b,completion_date,09/05/2024,9/5/2024
D00079,type_b,group_b,end_date,13/04/2028,13/04/2028
D00079,type_b,group_b,category_code,CODE_B,code_b
D00079,type_b,group_b,type_aondary_date,06/06/2024,06/06/2024
D00079,type_b,group_b,start_date,29/03/2024,29/03/2024
D00079,type_b,group_b,effective_date,08/05/2024,08/05/2024
D00079,type_b,group_b,rate_value,0.044025,0.044025
D00079,type_b,group_b,rate_frequency,periodic_s,periodic_s
D00079,type_b,group_b,rule_type,rule_basis_a,rule_basis_a
D00079,type_b,group_b,adjustment_rule,following,  following  
D00079,type_b,group_b,reference_code,,N/A
D00079,type_b,group_b,delta_value,NO_DATA_FOUND,NO_DATA_FOUND
D00079,type_b,group_b,value_type,static,static
D00079,type_b,group_b,price_value,CODE_B 97.34,BAD_VALUE
D00079,type_b,group_b,derived_amount,N/A,N/A
D00079,type_b,group_b,total_value,1540413.6717,1540413.6717
D00079,type_b,group_b,direction_label,outbound,outbound
D00079,type_b,group_b,entity_name,Entity Alpha LLC,entity alpha llc
D00080,type_a,group_a,primary_date,29/09/2025,29/09/2025
D00080,type_a,group_a,amount_value,1847388.6808,1847388.6808
D00080,type_a,group_a,completion_date,30/09/2025,06/10/2025
D00080,type_a,group_a,end_date,11/9/2027,11/9/2027
D00080,type_a,group_a,category_code,CODE_A,code_a
D00080,type_a,group_a,type_aondary_date,2/12/2025,2/12/2025
D00080,type_a,group_a,start_date,17/05/2025,17/05/2025
D00080,type_a,group_a,effective_date,05/10/2025,05/10/2025
D00080,type_a,group_a,rate_value,0.036734,0.036734
D00080,type_a,group_a,rate_frequency,periodic_s,unknown
D00080,type_a,group_a,rule_type,rule_basis_a,rule_basis_a
D00080,type_a,group_a,adjustment_rule,following,following
D00080,type_a,group_a,reference_code,NULL,hallucinated value
D00080,type_a,group_a,delta_value,NULL,NO_DATA_FOUND
D00080,type_a,group_a,value_type,static,static
D00080,type_a,group_a,price_value,$97.62,98.7763
D00080,type_a,group_a,derived_amount,0.2743,0.2825
D00080,type_a,group_a,total_value,"1,803,328.99",1803328.99
D00080,type_a,group_a,direction_label,outbound,outbound
D00080,type_a,group_a,entity_name,JPMorgan Chase & Co.,JPMorgan Chase & Co.
D00081,type_b,group_a,primary_date,23/01/2024,23/1/2024
D00081,type_b,group_a,amount_value,1340456.0934,1340456.0934
D00081,type_b,group_a,completion_date,25/01/2024,25/01/2024
D00081,type_b,group_a,end_date,09/07/2026,09/07/2026
D00081,type_b,group_a,category_code,CODE_B,code_b
D00081,type_b,group_a,type_aondary_date,05/04/2024,05/04/2024
D00081,type_b,group_a,start_date,10/09/2023,10/09/2023
D00081,type_b,group_a,effective_date,26/01/2024,26/01/2024
D00081,type_b,group_a,rate_value,RATE 7.095%,7.1671
D00081,type_b,group_a,rate_frequency,annual,annual
D00081,type_b,group_a,rule_type,rule_basis_b,act/360
D00081,type_b,group_a,adjustment_rule,following,unknown
D00081,type_b,group_a,reference_code,REF_B,ref_b
D00081,type_b,group_a,delta_value,68.60,69.5626
D00081,type_b,group_a,value_type,variable,variable
D00081,type_b,group_a,price_value,105.29 CODE_B,105.29 CODE_B
D00081,type_b,group_a,derived_amount,CODE_B 0.16,  CODE_B 0.16  
D00081,type_b,group_a,total_value,NO_DATA_FOUND,
D00081,type_b,group_a,direction_label,inbound,inbound
D00081,type_b,group_a,entity_name,,NULL
D00082,type_b,group_b,primary_date,11/04/2025,11/04/2025
D00082,type_b,group_b,amount_value,7382650.5651,7603759.9414
D00082,type_b,group_b,completion_date,13/04/2025,13/04/2025
D00082,type_b,group_b,end_date,23/03/2033,23/3/2033
D00082,type_b,group_b,category_code,CODE_B,code_b
D00082,type_b,group_b,type_aondary_date,02/05/2025,02/05/2025
D00082,type_b,group_b,start_date,6/2/2025,23/02/2025
D00082,type_b,group_b,effective_date,NULL,
D00082,type_b,group_b,rate_value,3.1270%,3.1270%
D00082,type_b,group_b,rate_frequency,periodic_s,unknown
D00082,type_b,group_b,rule_type,rule_basis_a,rule_basis_a
D00082,type_b,group_b,adjustment_rule,adjusted_next,  adjusted_next  
D00082,type_b,group_b,reference_code,REF_A,unknown
D00082,type_b,group_b,delta_value,126.55,126.55
D00082,type_b,group_b,value_type,variable,variable
D00082,type_b,group_b,price_value,CODE_B 107.34,CODE_B 107.34
D00082,type_b,group_b,derived_amount,CODE_B 0.44,CODE_B 0.44
D00082,type_b,group_b,total_value,"7,924,809","7,924,809"
D00082,type_b,group_b,direction_label,outbound,outbound
D00082,type_b,group_b,entity_name,Entity Alpha LLC,Entity Alpha LLC
D00083,type_a,group_c,primary_date,20/12/2024,20/12/2024
D00083,type_a,group_c,amount_value,"$1,836,373.68",$1836373.68
D00083,type_a,group_c,completion_date,22/12/2024,22/12/2024
D00083,type_a,group_c,end_date,21/11/2027,21/11/2027
D00083,type_a,group_c,category_code,CODE_A,code_a
D00083,type_a,group_c,type_aondary_date,11/02/2025,11/2/2025
D00083,type_a,group_c,start_date,4/8/2024,8/4/2024
D00083,type_a,group_c,effective_date,25/12/2024,25/12/2024
D00083,type_a,group_c,rate_value,7.22 %,7.22 %
D00083,type_a,group_c,rate_frequency,periodic_q,periodic_m
D00083,type_a,group_c,rule_type,NO_DATA_FOUND,NO_DATA_FOUND
D00083,type_a,group_c,adjustment_rule,adjusted_next,  adjusted_next  
D00083,type_a,group_c,reference_code,NULL,N/A
D00083,type_a,group_c,delta_value,NULL,
D00083,type_a,group_c,value_type,static,variable
D00083,type_a,group_c,price_value,98.3928,98.3928
D00083,type_a,group_c,derived_amount,0.5537,0.5537
D00083,type_a,group_c,total_value,"1,806,859.15",1856941.0472
D00083,type_a,group_c,direction_label,inbound,inbound
D00083,type_a,group_c,entity_name,Entity Beta LLC,entity beta llc
D00084,type_b,group_c,primary_date,16/11/2024,16/11/2024
D00084,type_b,group_c,amount_value,"3,085,334.60","3,085,334.60"
D00084,type_b,group_c,completion_date,17/11/2024,17/11/2024
D00084,type_b,group_c,end_date,N/A,NULL
D00084,type_b,group_c,category_code,CODE_D,CODE_D
D00084,type_b,group_c,type_aondary_date,NULL,NO_DATA_FOUND
D00084,type_b,group_c,start_date,16/10/2024,10/16/2024
D00084,type_b,group_c,effective_date,19/11/2024,19/11/2024
D00084,type_b,group_c,rate_value,4.5051%,4.5051%
D00084,type_b,group_c,rate_frequency,periodic_s,periodic_s
D00084,type_b,group_c,rule_type,ACT/365,ACT/365
D00084,type_b,group_c,adjustment_rule,adjusted_next,adjusted_next
D00084,type_b,group_c,reference_code,,N/A
D00084,type_b,group_c,delta_value,,
D00084,type_b,group_c,value_type,static,static
D00084,type_b,group_c,price_value,CODE_D 90.65,93.1175
D00084,type_b,group_c,derived_amount,0.52 CODE_D,0.5307
D00084,type_b,group_c,total_value,"2,796,888.18",  2796888.18  
D00084,type_b,group_c,direction_label,outbound,outbound
D00084,type_b,group_c,entity_name,BNP Paribas S.A.,BNP Paribas S.A.
D00085,type_b,group_b,primary_date,NULL,NULL
D00085,type_b,group_b,amount_value,"$11,903,899.10","$11,903,899.10"
D00085,type_b,group_b,completion_date,20/04/2024,04/20/2024
D00085,type_b,group_b,end_date,09/10/2029,9/10/2029
D00085,type_b,group_b,category_code,CODE_A,CODE_A
D00085,type_b,group_b,type_aondary_date,N/A,NULL
D00085,type_b,group_b,start_date,13/11/2023,13/11/2023
D00085,type_b,group_b,effective_date,19/4/2024,19/4/2024
D00085,type_b,group_b,rate_value,0.073240,0.073240
D00085,type_b,group_b,rate_frequency,annual,annual
D00085,type_b,group_b,rule_type,rule_basis_b,act/360
D00085,type_b,group_b,adjustment_rule,NULL,NULL
D00085,type_b,group_b,reference_code,N/A,N/A
D00085,type_b,group_b,delta_value,NO_DATA_FOUND,999999.99
D00085,type_b,group_b,value_type,static,variable
D00085,type_b,group_b,price_value,104.31,104.31
D00085,type_b,group_b,derived_amount,$0.48,$0.48
D00085,type_b,group_b,total_value,"$12,416,450.27","$12,416,450.27"
D00085,type_b,group_b,direction_label,inbound,inbound
D00085,type_b,group_b,entity_name,JPMorgan Chase & Co.,jpmorgan chase & co.
D00086,type_b,group_a,primary_date,12/06/2024,12/6/2024
D00086,type_b,group_a,amount_value,"3,016,850.26","3,016,850.26"
D00086,type_b,group_a,completion_date,14/06/2024,14/06/2024
D00086,type_b,group_a,end_date,03/08/2027,03/08/2027
D00086,type_b,group_a,category_code,,
D00086,type_b,group_a,type_aondary_date,5/9/2024,5/9/2024
D00086,type_b,group_a,start_date,26/12/2023,26/12/2023
D00086,type_b,group_a,effective_date,12/06/2024,12/06/2024
D00086,type_b,group_a,rate_value,3.95 %,3.95 %
D00086,type_b,group_a,rate_frequency,N/A,N/A
D00086,type_b,group_a,rule_type,rule_basis_a,unknown
D00086,type_b,group_a,adjustment_rule,adjusted_next,unknown
D00086,type_b,group_a,reference_code,,NULL
D00086,type_b,group_a,delta_value,NULL,999999.99
D00086,type_b,group_a,value_type,static,static
D00086,type_b,group_a,price_value,94.45 CODE_C,94.45 CODE_C
D00086,type_b,group_a,derived_amount,1,1
D00086,type_b,group_a,total_value,"CODE_C 2,849,461.29",CODE_C 2849461.29
D00086,type_b,group_a,direction_label,NO_DATA_FOUND,NO_DATA_FOUND
D00086,type_b,group_a,entity_name,BNP Paribas S.A.,unknown
D00087,type_a,group_b,primary_date,23/08/2025,23/08/2025
D00087,type_a,group_b,amount_value,"CODE_B 15,108,968.51",CODE_B 15108968.51
D00087,type_a,group_b,completion_date,24/08/2025,24/8/2025
D00087,type_a,group_b,end_date,31/01/2033,31/01/2033
D00087,type_a,group_b,category_code,CODE_B,CODE_B
D00087,type_a,group_b,type_aondary_date,18/10/2025,18/10/2025
D00087,type_a,group_b,start_date,06/04/2025,06/04/2025
D00087,type_a,group_b,effective_date,28/08/2025,29/08/2025
D00087,type_a,group_b,rate_value,0.064322,0.064322
D00087,type_a,group_b,rate_frequency,periodic_q,periodic_q
D00087,type_a,group_b,rule_type,ACT/365,ACT/365
D00087,type_a,group_b,adjustment_rule,following,following
D00087,type_a,group_b,reference_code,,hallucinated value
D00087,type_a,group_b,delta_value,NO_DATA_FOUND,NO_DATA_FOUND
D00087,type_a,group_b,value_type,static,static
D00087,type_a,group_b,price_value,89.03,90.8823
D00087,type_a,group_b,derived_amount,0.2798,0.2798
D00087,type_a,group_b,total_value,"13,451,512",13451512
D00087,type_a,group_b,direction_label,inbound,inbound
D00087,type_a,group_b,entity_name,BNP Paribas S.A.,BNP Paribas S.A.
D00088,type_a,group_b,primary_date,NULL,N/A
D00088,type_a,group_b,amount_value,"$5,540,069.01","$5,540,069.01"
D00088,type_a,group_b,completion_date,06/07/2025,6/7/2025
D00088,type_a,group_b,end_date,18/12/2034,18/12/2034
D00088,type_a,group_b,category_code,CODE_A,code_a
D00088,type_a,group_b,type_aondary_date,11/9/2025,11/9/2025
D00088,type_a,group_b,start_date,18/03/2025,03/18/2025
D00088,type_a,group_b,effective_date,07/07/2025,07/07/2025
D00088,type_a,group_b,rate_value,N/A,
D00088,type_a,group_b,rate_frequency,periodic_q,periodic_q
D00088,type_a,group_b,rule_type,rule_basis_b,rule_basis_b
D00088,type_a,group_b,adjustment_rule,following,following
D00088,type_a,group_b,reference_code,NULL,NO_DATA_FOUND
D00088,type_a,group_b,delta_value,NO_DATA_FOUND,NULL
D00088,type_a,group_b,value_type,static,static
D00088,type_a,group_b,price_value,$91.28,$91.28
D00088,type_a,group_b,derived_amount,0.0000,0.0000
D00088,type_a,group_b,total_value,"CODE_A 5,056,844.07",5125505.9657
D00088,type_a,group_b,direction_label,outbound,outbound
D00088,type_a,group_b,entity_name,Deutsche Bank AG,Deutsche Bank AG
D00089,type_b,group_b,primary_date,11/04/2024,11/4/2024
D00089,type_b,group_b,amount_value,"709,821.46",709821.46
D00089,type_b,group_b,completion_date,12/4/2024,12/4/2024
D00089,type_b,group_b,end_date,12/7/2027,12/7/2027
D00089,type_b,group_b,category_code,CODE_A,CODE_A
D00089,type_b,group_b,type_aondary_date,21/04/2024,21/04/2024
D00089,type_b,group_b,start_date,21/2/2024,21/2/2024
D00089,type_b,group_b,effective_date,15/04/2024,15/4/2024
D00089,type_b,group_b,rate_value,7.7000%,7.7000%
D00089,type_b,group_b,rate_frequency,periodic_q,periodic_q
D00089,type_b,group_b,rule_type,rule_basis_a,rule_basis_a
D00089,type_b,group_b,adjustment_rule,adjusted_prev,adjusted_prev
D00089,type_b,group_b,reference_code,,hallucinated value
D00089,type_b,group_b,delta_value,,999999.99
D00089,type_b,group_b,value_type,static,static
D00089,type_b,group_b,price_value,93.3743,93.3743
D00089,type_b,group_b,derived_amount,$0.33,0.3385
D00089,type_b,group_b,total_value,"CODE_A 662,791.14","CODE_A 662,791.14"
D00089,type_b,group_b,direction_label,outbound,outbound
D00089,type_b,group_b,entity_name,Deutsche Bank AG,unknown
D00090,type_b,group_c,primary_date,15/10/2025,10/15/2025
D00090,type_b,group_c,amount_value,"9,495,477.52","9,495,477.52"
D00090,type_b,group_c,completion_date,16/10/2025,16/10/2025
D00090,type_b,group_c,end_date,24/6/2035,24/6/2035
D00090,type_b,group_c,category_code,CODE_C,CODE_C
D00090,type_b,group_c,type_aondary_date,08/12/2025,08/12/2025
D00090,type_b,group_c,start_date,12/7/2025,12/7/2025
D00090,type_b,group_c,effective_date,19/10/2025,19/10/2025
D00090,type_b,group_c,rate_value,5.40 %,5.40 %
D00090,type_b,group_c,rate_frequency,,NULL
D00090,type_b,group_c,rule_type,ACT/365,ACT/365
D00090,type_b,group_c,adjustment_rule,following,following
D00090,type_b,group_c,reference_code,N/A,NULL
D00090,type_b,group_c,delta_value,N/A,N/A
D00090,type_b,group_c,value_type,static,static
D00090,type_b,group_c,price_value,CODE_C 104.95,105.7700
D00090,type_b,group_c,derived_amount,CODE_C 0.17,  CODE_C 0.17  
D00090,type_b,group_c,total_value,"9,965,121","9,965,121"
D00090,type_b,group_c,direction_label,outbound,outbound
D00090,type_b,group_c,entity_name,NULL,
D00091,type_b,group_a,primary_date,27/12/2024,27/12/2024
